Date,Substation,Load (MW),Load_Time,Max_Voltage (kV),Max_Voltage_Time,Min_Voltage (kV),Min_Voltage_Time,Year,Month,Day,DayOfYear,DayOfWeek,Is_Irrigation,Is_Weekend
2020-02-21,Panchagarh,36.0,19:00:00,125.0,05:00:00,110.0,18:00:00,2020,2,21,52,4,1,1
2020-02-22,Panchagarh,36.0,19:00:00,126.0,15:00:00,115.0,10:00:00,2020,2,22,53,5,1,1
2020-02-23,Panchagarh,36.0,19:00:00,127.0,04:00:00,111.0,09:00:00,2020,2,23,54,6,1,0
2020-02-24,Panchagarh,38.0,18:30:00,127.0,05:00:00,109.0,07:00:00,2020,2,24,55,0,1,0
2020-02-25,Panchagarh,37.0,18:30:00,129.0,03:00:00,115.0,18:30:00,2020,2,25,56,1,1,0
2020-03-11,Panchagarh,34.0,19:00:00,126.0,03:00:00,112.0,18:30:00,2020,3,11,71,2,1,0
2020-03-12,Panchagarh,36.0,19:30:00,126.0,02:00:00,112.0,19:00:00,2020,3,12,72,3,1,0
2020-03-13,Panchagarh,37.0,19:00:00,124.0,04:00:00,112.0,18:30:00,2020,3,13,73,4,1,1
2020-03-14,Panchagarh,37.0,19:00:00,125.0,06:00:00,115.0,08:00:00,2020,3,14,74,5,1,1
2020-03-15,Panchagarh,37.0,19:00:00,125.0,06:00:00,115.0,08:00:00,2020,3,15,75,6,1,0
2020-03-16,Panchagarh,37.0,19:00:00,128.0,04:00:00,113.0,19:00:00,2020,3,16,76,0,1,0
2020-03-17,Panchagarh,41.0,19:00:00,124.0,03:00:00,110.0,19:00:00,2020,3,17,77,1,1,0
2020-03-18,Panchagarh,43.0,19:00:00,126.0,03:00:00,111.0,12:00:00,2020,3,18,78,2,1,0
2020-03-19,Panchagarh,40.0,19:00:00,124.0,02:00:00,112.0,08:00:00,2020,3,19,79,3,1,0
2020-03-20,Panchagarh,39.0,19:00:00,125.0,02:00:00,108.0,19:00:00,2020,3,20,80,4,1,1
2020-03-21,Panchagarh,41.0,19:00:00,126.0,03:00:00,112.0,18:30:00,2020,3,21,81,5,1,1
2020-03-22,Panchagarh,42.0,19:00:00,126.0,03:00:00,107.0,19:00:00,2020,3,22,82,6,1,0
2020-03-23,Panchagarh,38.0,19:00:00,136.0,01:00:00,111.0,19:00:00,2020,3,23,83,0,1,0
2020-03-24,Panchagarh,44.0,19:00:00,126.0,21:00:00,110.0,08:00:00,2020,3,24,84,1,1,0
2020-03-25,Panchagarh,44.0,19:30:00,124.0,05:00:00,108.0,19:00:00,2020,3,25,85,2,1,0
2020-03-26,Panchagarh,44.0,19:30:00,126.0,21:00:00,108.0,09:00:00,2020,3,26,86,3,1,0
2020-03-27,Panchagarh,41.0,19:00:00,125.0,06:00:00,110.0,19:00:00,2020,3,27,87,4,1,1
2020-04-10,Panchagarh,32.0,15:00:00,124.0,02:00:00,103.0,13:00:00,2020,4,10,101,4,1,1
2020-04-11,Panchagarh,43.0,19:00:00,122.0,03:00:00,100.0,19:00:00,2020,4,11,102,5,1,1
2020-04-12,Panchagarh,44.0,20:00:00,122.0,04:00:00,107.0,19:00:00,2020,4,12,103,6,1,0
2020-04-13,Panchagarh,42.0,19:00:00,133.0,05:00:00,113.0,11:00:00,2020,4,13,104,0,1,0
2020-04-14,Panchagarh,40.0,19:00:00,126.0,02:00:00,110.0,19:00:00,2020,4,14,105,1,1,0
2020-04-15,Panchagarh,44.0,19:00:00,127.0,05:00:00,105.0,19:30:00,2020,4,15,106,2,1,0
2020-04-16,Panchagarh,35.0,19:30:00,146.0,10:00:00,120.0,06:00:00,2020,4,16,107,3,1,0
2020-04-17,Panchagarh,40.0,19:00:00,130.0,03:00:00,114.0,19:00:00,2020,4,17,108,4,1,1
2020-04-18,Panchagarh,37.0,19:30:00,131.0,06:00:00,115.0,20:00:00,2020,4,18,109,5,1,1
2020-04-19,Panchagarh,39.0,19:00:00,136.0,03:00:00,114.0,19:00:00,2020,4,19,110,6,1,0
2020-04-20,Panchagarh,39.0,19:30:00,128.0,06:00:00,110.0,19:00:00,2020,4,20,111,0,1,0
2020-04-21,Panchagarh,40.0,19:30:00,139.0,04:00:00,111.0,19:00:00,2020,4,21,112,1,1,0
2020-04-22,Panchagarh,27.0,20:00:00,138.0,04:00:00,121.0,20:00:00,2020,4,22,113,2,1,0
2020-04-23,Panchagarh,33.0,21:00:00,129.0,06:00:00,117.0,20:00:00,2020,4,23,114,3,1,0
2020-04-24,Panchagarh,34.0,20:00:00,126.0,04:00:00,112.0,19:00:00,2020,4,24,115,4,1,1
2020-04-25,Panchagarh,35.0,19:30:00,128.0,04:00:00,113.0,19:00:00,2020,4,25,116,5,1,1
2020-04-26,Panchagarh,36.0,20:00:00,129.0,05:00:00,117.0,19:00:00,2020,4,26,117,6,1,0
2020-05-10,Panchagarh,42.0,19:30:00,127.0,07:00:00,112.0,21:00:00,2020,5,10,131,6,1,0
2020-05-11,Panchagarh,43.0,20:00:00,125.0,02:00:00,107.0,20:00:00,2020,5,11,132,0,1,0
2020-05-12,Panchagarh,43.0,20:00:00,136.0,02:00:00,106.0,21:00:00,2020,5,12,133,1,1,0
2020-05-13,Panchagarh,45.0,21:00:00,125.0,06:00:00,105.0,21:00:00,2020,5,13,134,2,1,0
2020-05-14,Panchagarh,36.0,17:00:00,125.0,06:00:00,111.0,14:00:00,2020,5,14,135,3,1,0
2020-05-15,Panchagarh,41.0,19:00:00,127.0,04:00:00,109.0,19:00:00,2020,5,15,136,4,1,1
2020-05-16,Panchagarh,39.0,20:00:00,122.0,04:00:00,98.0,21:00:00,2020,5,16,137,5,1,1
2020-05-17,Panchagarh,40.0,19:30:00,131.0,06:00:00,106.0,21:00:00,2020,5,17,138,6,1,0
2020-05-18,Panchagarh,40.0,21:00:00,133.0,02:00:00,105.0,21:00:00,2020,5,18,139,0,1,0
2020-05-19,Panchagarh,41.0,20:00:00,122.0,05:00:00,100.0,21:00:00,2020,5,19,140,1,1,0
2020-05-20,Panchagarh,39.0,22:00:00,123.0,15:00:00,101.0,21:00:00,2020,5,20,141,2,1,0
2020-05-21,Panchagarh,37.0,20:00:00,135.0,23:00:00,116.0,19:00:00,2020,5,21,142,3,1,0
2020-05-22,Panchagarh,32.0,19:30:00,140.0,08:00:00,124.0,19:30:00,2020,5,22,143,4,1,1
2020-05-23,Panchagarh,39.0,20:00:00,132.0,06:00:00,112.0,21:00:00,2020,5,23,144,5,1,1
2020-05-24,Panchagarh,44.0,21:00:00,120.0,05:00:00,105.0,20:00:00,2020,5,24,145,6,1,0
2020-05-25,Panchagarh,39.0,19:30:00,125.0,06:00:00,116.0,21:00:00,2020,5,25,146,0,1,0
2020-05-26,Panchagarh,37.0,20:00:00,134.0,05:00:00,117.0,20:00:00,2020,5,26,147,1,1,0
2020-06-09,Panchagarh,49.0,21:00:00,125.0,06:00:00,104.0,20:00:00,2020,6,9,161,1,0,0
2020-06-10,Panchagarh,42.0,21:00:00,126.0,06:00:00,99.0,21:00:00,2020,6,10,162,2,0,0
2020-06-11,Panchagarh,48.0,20:00:00,124.0,18:30:00,96.0,21:00:00,2020,6,11,163,3,0,0
2020-06-12,Panchagarh,51.0,20:00:00,124.0,18:00:00,94.0,22:00:00,2020,6,12,164,4,0,1
2020-06-13,Panchagarh,46.0,21:00:00,125.0,16:00:00,105.0,01:00:00,2020,6,13,165,5,0,1
2020-06-14,Panchagarh,46.0,22:00:00,126.0,06:00:00,100.0,21:00:00,2020,6,14,166,6,0,0
2020-06-15,Panchagarh,39.0,01:00:00,128.0,18:00:00,109.0,01:00:00,2020,6,15,167,0,0,0
2020-06-16,Panchagarh,47.0,20:00:00,121.0,06:00:00,105.0,21:00:00,2020,6,16,168,1,0,0
2020-06-17,Panchagarh,44.0,20:00:00,124.0,06:00:00,110.0,21:00:00,2020,6,17,169,2,0,0
2020-06-18,Panchagarh,46.0,21:00:00,122.0,06:00:00,99.0,20:00:00,2020,6,18,170,3,0,0
2020-06-19,Panchagarh,42.0,19:30:00,124.0,17:00:00,108.0,01:00:00,2020,6,19,171,4,0,1
2020-06-20,Panchagarh,47.0,20:00:00,125.0,06:00:00,102.0,20:00:00,2020,6,20,172,5,0,1
2020-06-21,Panchagarh,47.0,20:00:00,126.0,16:00:00,102.0,21:00:00,2020,6,21,173,6,0,0
2020-06-22,Panchagarh,47.0,21:00:00,124.0,17:00:00,103.0,22:00:00,2020,6,22,174,0,0,0
2020-06-23,Panchagarh,48.0,20:00:00,121.0,06:00:00,96.0,20:00:00,2020,6,23,175,1,0,0
2020-06-24,Panchagarh,44.0,19:30:00,122.0,17:00:00,106.0,19:30:00,2020,6,24,176,2,0,0
2020-06-25,Panchagarh,48.0,21:00:00,126.0,06:00:00,106.0,19:30:00,2020,6,25,177,3,0,0
2020-07-09,Panchagarh,51.0,21:00:00,135.0,12:00:00,98.0,20:00:00,2020,7,9,191,3,0,0
2020-07-10,Panchagarh,51.0,19:30:00,126.0,07:00:00,105.0,21:00:00,2020,7,10,192,4,0,1
2020-07-11,Panchagarh,46.0,21:00:00,129.0,17:00:00,111.0,01:00:00,2020,7,11,193,5,0,1
2020-07-12,Panchagarh,46.0,20:00:00,126.0,06:00:00,103.0,21:00:00,2020,7,12,194,6,0,0
2020-07-13,Panchagarh,46.0,21:00:00,121.0,07:00:00,108.0,20:00:00,2020,7,13,195,0,0,0
2020-07-14,Panchagarh,49.0,19:30:00,128.0,06:00:00,107.0,22:00:00,2020,7,14,196,1,0,0
2020-07-15,Panchagarh,48.0,21:00:00,125.0,06:00:00,100.0,20:00:00,2020,7,15,197,2,0,0
2020-07-16,Panchagarh,51.0,19:30:00,122.0,10:00:00,101.0,20:00:00,2020,7,16,198,3,0,0
2020-07-17,Panchagarh,48.0,19:30:00,124.0,07:00:00,99.0,21:00:00,2020,7,17,199,4,0,1
2020-07-18,Panchagarh,48.0,20:00:00,121.0,06:00:00,100.0,21:00:00,2020,7,18,200,5,0,1
2020-07-19,Panchagarh,46.0,19:30:00,119.0,09:00:00,93.0,20:00:00,2020,7,19,201,6,0,0
2020-07-20,Panchagarh,46.0,02:00:00,126.0,07:00:00,110.0,01:00:00,2020,7,20,202,0,0,0
2020-07-21,Panchagarh,44.0,20:00:00,124.0,17:00:00,105.0,20:00:00,2020,7,21,203,1,0,0
2020-07-22,Panchagarh,52.0,21:00:00,126.0,06:00:00,105.0,23:00:00,2020,7,22,204,2,0,0
2020-07-23,Panchagarh,51.0,19:30:00,120.0,17:00:00,101.0,19:30:00,2020,7,23,205,3,0,0
2020-07-24,Panchagarh,48.0,20:00:00,123.0,06:00:00,105.0,19:30:00,2020,7,24,206,4,0,1
2020-07-25,Panchagarh,47.0,20:00:00,121.0,17:00:00,107.0,20:00:00,2020,7,25,207,5,0,1
2020-08-08,Panchagarh,50.0,19:30:00,124.0,06:00:00,99.0,20:00:00,2020,8,8,221,5,0,1
2020-08-09,Panchagarh,49.0,19:00:00,119.0,17:00:00,97.0,23:00:00,2020,8,9,222,6,0,0
2020-08-10,Panchagarh,50.0,19:00:00,124.0,06:00:00,99.0,20:00:00,2020,8,10,223,0,0,0
2020-08-11,Panchagarh,47.0,19:30:00,122.0,06:00:00,100.0,23:00:00,2020,8,11,224,1,0,0
2020-08-12,Panchagarh,49.0,19:30:00,123.0,07:00:00,94.0,19:30:00,2020,8,12,225,2,0,0
2020-08-13,Panchagarh,46.0,19:30:00,123.0,11:00:00,97.0,19:30:00,2020,8,13,226,3,0,0
2020-08-14,Panchagarh,49.0,19:00:00,124.0,18:00:00,98.0,19:30:00,2020,8,14,227,4,0,1
2020-08-15,Panchagarh,49.0,19:00:00,124.0,16:00:00,96.0,21:00:00,2020,8,15,228,5,0,1
2020-08-16,Panchagarh,56.0,20:00:00,125.0,18:30:00,100.0,01:00:00,2020,8,16,229,6,0,0
2020-08-17,Panchagarh,51.0,21:00:00,126.0,17:00:00,109.0,21:00:00,2020,8,17,230,0,0,0
2020-08-18,Panchagarh,48.0,20:00:00,123.0,17:00:00,104.0,20:00:00,2020,8,18,231,1,0,0
2020-08-19,Panchagarh,54.0,21:00:00,127.0,18:30:00,102.0,21:00:00,2020,8,19,232,2,0,0
2020-08-20,Panchagarh,49.0,20:00:00,122.0,18:00:00,100.0,21:00:00,2020,8,20,233,3,0,0
2020-08-21,Panchagarh,48.0,01:00:00,124.0,13:00:00,104.0,01:00:00,2020,8,21,234,4,0,1
2020-08-22,Panchagarh,50.0,19:30:00,127.0,06:00:00,108.0,21:00:00,2020,8,22,235,5,0,1
2020-08-23,Panchagarh,47.0,21:00:00,125.0,07:00:00,108.0,19:30:00,2020,8,23,236,6,0,0
2020-08-24,Panchagarh,51.0,21:00:00,123.0,06:00:00,102.0,19:00:00,2020,8,24,237,0,0,0
2020-09-07,Panchagarh,47.0,22:00:00,125.0,08:00:00,111.0,18:30:00,2020,9,7,251,0,0,0
2020-09-08,Panchagarh,46.0,19:30:00,128.0,08:00:00,118.0,12:00:00,2020,9,8,252,1,0,0
2020-09-09,Panchagarh,47.0,20:00:00,127.0,17:00:00,109.0,19:30:00,2020,9,9,253,2,0,0
2020-09-10,Panchagarh,50.0,19:00:00,128.0,06:00:00,111.0,20:00:00,2020,9,10,254,3,0,0
2020-09-11,Panchagarh,57.0,21:00:00,127.0,06:00:00,108.0,19:00:00,2020,9,11,255,4,0,1
2020-09-12,Panchagarh,50.0,20:00:00,126.0,07:00:00,109.0,19:00:00,2020,9,12,256,5,0,1
2020-09-13,Panchagarh,49.0,21:00:00,127.0,06:00:00,111.0,19:00:00,2020,9,13,257,6,0,0
2020-09-14,Panchagarh,49.0,21:00:00,129.0,07:00:00,107.0,19:00:00,2020,9,14,258,0,0,0
2020-09-15,Panchagarh,49.0,18:30:00,128.0,06:00:00,112.0,19:00:00,2020,9,15,259,1,0,0
2020-09-16,Panchagarh,50.0,21:00:00,127.0,07:00:00,110.0,18:30:00,2020,9,16,260,2,0,0
2020-09-17,Panchagarh,51.0,21:00:00,136.0,12:00:00,105.0,18:30:00,2020,9,17,261,3,0,0
2020-09-18,Panchagarh,48.0,20:00:00,132.0,06:00:00,116.0,20:00:00,2020,9,18,262,4,0,1
2020-09-19,Panchagarh,52.0,19:00:00,127.0,07:00:00,116.0,18:30:00,2020,9,19,263,5,0,1
2020-09-20,Panchagarh,55.0,21:00:00,124.0,05:00:00,106.0,22:00:00,2020,9,20,264,6,0,0
2020-09-21,Panchagarh,54.0,19:00:00,126.0,06:00:00,104.0,21:00:00,2020,9,21,265,0,0,0
2020-09-22,Panchagarh,52.0,19:00:00,129.0,08:00:00,106.0,01:00:00,2020,9,22,266,1,0,0
2020-09-23,Panchagarh,48.0,19:30:00,126.0,14:00:00,116.0,18:30:00,2020,9,23,267,2,0,0
2020-10-07,Panchagarh,49.0,18:00:00,123.0,17:00:00,112.0,19:00:00,2020,10,7,281,2,0,0
2020-10-08,Panchagarh,48.0,21:00:00,127.0,07:00:00,108.0,18:30:00,2020,10,8,282,3,0,0
2020-10-09,Panchagarh,50.0,20:00:00,127.0,06:00:00,107.0,18:30:00,2020,10,9,283,4,0,1
2020-10-10,Panchagarh,53.0,18:30:00,130.0,05:00:00,111.0,21:00:00,2020,10,10,284,5,0,1
2020-10-11,Panchagarh,47.0,22:00:00,129.0,05:00:00,101.0,18:30:00,2020,10,11,285,6,0,0
2020-10-12,Panchagarh,53.0,19:30:00,128.0,06:00:00,105.0,18:30:00,2020,10,12,286,0,0,0
2020-10-13,Panchagarh,50.0,19:30:00,126.0,06:00:00,110.0,20:00:00,2020,10,13,287,1,0,0
2020-10-14,Panchagarh,47.0,21:00:00,125.0,06:00:00,105.0,20:00:00,2020,10,14,288,2,0,0
2020-10-15,Panchagarh,52.0,19:00:00,126.0,06:00:00,108.0,18:30:00,2020,10,15,289,3,0,0
2020-10-16,Panchagarh,48.0,19:30:00,125.0,06:00:00,108.0,19:30:00,2020,10,16,290,4,0,1
2020-10-17,Panchagarh,50.0,18:30:00,128.0,07:00:00,107.0,21:00:00,2020,10,17,291,5,0,1
2020-10-19,Panchagarh,50.0,21:00:00,124.0,17:00:00,106.0,18:30:00,2020,10,19,293,0,0,0
2020-10-20,Panchagarh,50.0,20:00:00,126.0,06:00:00,108.0,18:00:00,2020,10,20,294,1,0,0
2020-10-21,Panchagarh,53.0,19:30:00,124.0,06:00:00,109.0,18:00:00,2020,10,21,295,2,0,0
2020-10-22,Panchagarh,51.0,19:30:00,128.0,06:00:00,114.0,18:00:00,2020,10,22,296,3,0,0
2020-10-23,Panchagarh,49.0,19:00:00,126.0,06:00:00,118.0,18:00:00,2020,10,23,297,4,0,1
2020-11-06,Panchagarh,40.0,18:00:00,127.0,06:00:00,119.0,17:00:00,2020,11,6,311,4,0,1
2020-11-07,Panchagarh,41.0,18:00:00,128.0,03:00:00,115.0,18:00:00,2020,11,7,312,5,0,1
2020-11-08,Panchagarh,45.0,18:00:00,127.0,03:00:00,117.0,18:00:00,2020,11,8,313,6,0,0
2020-11-09,Panchagarh,43.0,18:30:00,126.0,06:00:00,118.0,12:00:00,2020,11,9,314,0,0,0
2020-11-10,Panchagarh,43.0,18:30:00,126.0,04:00:00,115.0,18:00:00,2020,11,10,315,1,0,0
2020-11-11,Panchagarh,43.0,18:30:00,126.0,04:00:00,115.0,18:00:00,2020,11,11,316,2,0,0
2020-11-12,Panchagarh,42.0,18:00:00,127.0,03:00:00,111.0,18:00:00,2020,11,12,317,3,0,0
2020-11-13,Panchagarh,40.0,19:00:00,126.0,06:00:00,114.0,18:00:00,2020,11,13,318,4,0,1
2020-11-14,Panchagarh,39.0,18:30:00,127.0,05:00:00,118.0,18:00:00,2020,11,14,319,5,0,1
2020-11-15,Panchagarh,39.0,18:30:00,126.0,06:00:00,114.0,18:00:00,2020,11,15,320,6,0,0
2020-11-16,Panchagarh,43.0,18:00:00,127.0,05:00:00,114.0,18:00:00,2020,11,16,321,0,0,0
2020-11-17,Panchagarh,43.0,18:30:00,126.0,06:00:00,114.0,18:00:00,2020,11,17,322,1,0,0
2020-11-18,Panchagarh,43.0,18:00:00,125.0,03:00:00,116.0,18:00:00,2020,11,18,323,2,0,0
2020-11-19,Panchagarh,42.0,18:00:00,126.0,04:00:00,115.0,18:00:00,2020,11,19,324,3,0,0
2020-11-20,Panchagarh,43.0,18:30:00,125.0,01:00:00,114.0,18:00:00,2020,11,20,325,4,0,1
2020-11-21,Panchagarh,42.0,18:00:00,126.0,03:00:00,119.0,11:00:00,2020,11,21,326,5,0,1
2020-11-22,Panchagarh,46.0,19:30:00,126.0,03:00:00,115.0,18:00:00,2020,11,22,327,6,0,0
2020-12-06,Panchagarh,41.0,19:00:00,125.0,05:00:00,111.0,18:00:00,2020,12,6,341,6,0,0
2020-12-07,Panchagarh,41.0,18:30:00,127.0,02:00:00,108.0,18:00:00,2020,12,7,342,0,0,0
2020-12-08,Panchagarh,42.0,19:00:00,128.0,03:00:00,114.0,18:30:00,2020,12,8,343,1,0,0
2020-12-09,Panchagarh,42.0,19:00:00,125.0,06:00:00,115.0,08:00:00,2020,12,9,344,2,0,0
2020-12-10,Panchagarh,44.0,18:00:00,128.0,05:00:00,114.0,11:00:00,2020,12,10,345,3,0,0
2020-12-11,Panchagarh,41.0,18:00:00,129.0,01:00:00,116.0,09:00:00,2020,12,11,346,4,0,1
2020-12-12,Panchagarh,40.0,18:30:00,130.0,05:00:00,112.0,18:00:00,2020,12,12,347,5,0,1
2020-12-13,Panchagarh,45.0,18:00:00,130.0,04:00:00,117.0,19:30:00,2020,12,13,348,6,0,0
2020-12-14,Panchagarh,41.0,18:00:00,129.0,06:00:00,115.0,09:00:00,2020,12,14,349,0,0,0
2020-12-15,Panchagarh,43.0,18:30:00,130.0,05:00:00,111.0,09:00:00,2020,12,15,350,1,0,0
2020-12-15,Panchagarh,43.0,18:30:00,130.0,05:00:00,111.0,09:00:00,2020,12,15,350,1,0,0
2020-12-16,Panchagarh,44.0,18:00:00,128.0,01:00:00,119.0,18:00:00,2020,12,16,351,2,0,0
2020-12-17,Panchagarh,41.0,18:00:00,129.0,06:00:00,115.0,13:00:00,2020,12,17,352,3,0,0
2020-12-18,Panchagarh,41.0,19:00:00,129.0,02:00:00,112.0,18:00:00,2020,12,18,353,4,0,1
2020-12-19,Panchagarh,42.0,18:30:00,130.0,04:00:00,119.0,11:00:00,2020,12,19,354,5,0,1
2020-12-20,Panchagarh,44.0,18:00:00,132.0,05:00:00,117.0,09:00:00,2020,12,20,355,6,0,0
2020-12-21,Panchagarh,44.0,18:00:00,131.0,04:00:00,119.0,18:00:00,2020,12,21,356,0,0,0
2020-12-22,Panchagarh,43.0,18:30:00,128.0,20:00:00,118.0,12:00:00,2020,12,22,357,1,0,0
2020-12-23,Panchagarh,44.0,18:30:00,130.0,03:00:00,113.0,18:00:00,2020,12,23,358,2,0,0
2020-12-24,Panchagarh,44.0,18:30:00,129.0,06:00:00,116.0,09:00:00,2020,12,24,359,3,0,0
2020-12-25,Panchagarh,41.0,18:30:00,130.0,07:00:00,116.0,18:00:00,2020,12,25,360,4,0,1
2020-12-26,Panchagarh,40.0,18:30:00,128.0,05:00:00,115.0,09:00:00,2020,12,26,361,5,0,1
2020-12-27,Panchagarh,45.0,18:00:00,131.0,05:00:00,118.0,18:00:00,2020,12,27,362,6,0,0
2020-12-28,Panchagarh,43.0,18:00:00,132.0,06:00:00,115.0,18:00:00,2020,12,28,363,0,0,0
2020-12-29,Panchagarh,45.0,18:30:00,129.0,05:00:00,115.0,18:00:00,2020,12,29,364,1,0,0
2020-12-30,Panchagarh,42.0,18:00:00,130.0,04:00:00,117.0,18:00:00,2020,12,30,365,2,0,0
2020-12-31,Panchagarh,42.0,18:00:00,131.0,04:00:00,118.0,18:00:00,2020,12,31,366,3,0,0
2021-01-01,Panchagarh,42.0,18:00:00,130.0,03:00:00,114.0,18:00:00,2021,1,1,1,4,0,1
2021-01-02,Panchagarh,40.0,18:00:00,130.0,04:00:00,118.0,18:00:00,2021,1,2,2,5,0,1
2021-01-03,Panchagarh,48.0,18:30:00,129.0,05:00:00,109.0,18:00:00,2021,1,3,3,6,0,0
2021-01-04,Panchagarh,43.0,18:30:00,129.0,05:00:00,115.0,18:00:00,2021,1,4,4,0,0,0
2021-01-05,Panchagarh,42.0,19:00:00,131.0,04:00:00,113.0,18:00:00,2021,1,5,5,1,0,0
2021-01-06,Panchagarh,41.0,19:00:00,129.0,04:00:00,121.0,18:00:00,2021,1,6,6,2,0,0
2021-01-07,Panchagarh,42.0,18:30:00,130.0,03:00:00,114.0,18:00:00,2021,1,7,7,3,0,0
2021-01-08,Panchagarh,42.0,18:30:00,129.0,06:00:00,117.0,18:30:00,2021,1,8,8,4,0,1
2021-01-09,Panchagarh,42.0,18:30:00,129.0,04:00:00,121.0,09:00:00,2021,1,9,9,5,0,1
2021-01-10,Panchagarh,42.0,18:30:00,131.0,05:00:00,117.0,11:00:00,2021,1,10,10,6,0,0
2021-01-11,Panchagarh,42.0,18:30:00,131.0,06:00:00,119.0,18:30:00,2021,1,11,11,0,0,0
2021-01-12,Panchagarh,43.0,18:30:00,129.0,01:00:00,117.0,18:00:00,2021,1,12,12,1,0,0
2021-01-13,Panchagarh,44.0,19:00:00,131.0,05:00:00,118.0,12:00:00,2021,1,13,13,2,0,0
2021-01-14,Panchagarh,44.0,18:30:00,132.0,05:00:00,120.0,13:00:00,2021,1,14,14,3,0,0
2021-01-15,Panchagarh,43.0,18:30:00,130.0,02:00:00,121.0,18:00:00,2021,1,15,15,4,0,1
2021-01-16,Panchagarh,42.0,18:30:00,133.0,04:00:00,119.0,18:30:00,2021,1,16,16,5,0,1
2021-01-17,Panchagarh,42.0,19:30:00,131.0,05:00:00,118.0,18:00:00,2021,1,17,17,6,0,0
2021-01-18,Panchagarh,45.0,19:30:00,131.0,04:00:00,122.0,18:30:00,2021,1,18,18,0,0,0
2021-01-19,Panchagarh,44.0,18:30:00,131.0,06:00:00,118.0,12:00:00,2021,1,19,19,1,0,0
2021-01-20,Panchagarh,43.0,19:00:00,128.0,05:00:00,119.0,18:30:00,2021,1,20,20,2,0,0
2021-01-21,Panchagarh,44.0,19:00:00,130.0,06:00:00,115.0,09:00:00,2021,1,21,21,3,0,0
2021-01-22,Panchagarh,46.0,19:00:00,127.0,15:00:00,111.0,09:00:00,2021,1,22,22,4,0,1
2021-01-23,Panchagarh,43.0,18:30:00,130.0,05:00:00,117.0,09:00:00,2021,1,23,23,5,0,1
2021-01-24,Panchagarh,45.0,19:00:00,130.0,03:00:00,115.0,10:00:00,2021,1,24,24,6,0,0
2021-01-25,Panchagarh,46.0,18:30:00,130.0,04:00:00,113.0,09:00:00,2021,1,25,25,0,0,0
2021-01-26,Panchagarh,46.0,19:30:00,130.0,04:00:00,111.0,12:00:00,2021,1,26,26,1,0,0
2021-01-27,Panchagarh,46.0,19:00:00,130.0,05:00:00,107.0,09:00:00,2021,1,27,27,2,0,0
2021-01-28,Panchagarh,47.0,18:30:00,130.0,15:00:00,106.0,09:00:00,2021,1,28,28,3,0,0
2021-01-29,Panchagarh,45.0,19:00:00,133.0,04:00:00,125.0,09:00:00,2021,1,29,29,4,0,1
2021-01-30,Panchagarh,46.0,18:30:00,133.0,05:00:00,115.0,09:00:00,2021,1,30,30,5,0,1
2021-01-31,Panchagarh,46.0,18:30:00,130.0,04:00:00,110.0,09:00:00,2021,1,31,31,6,0,0
2021-02-01,Panchagarh,48.0,19:30:00,133.0,05:00:00,112.0,13:00:00,2021,2,1,32,0,1,0
2021-02-02,Panchagarh,48.0,18:30:00,133.0,05:00:00,120.0,13:00:00,2021,2,2,33,1,1,0
2021-02-03,Panchagarh,47.0,18:30:00,131.0,04:00:00,114.0,09:00:00,2021,2,3,34,2,1,0
2021-02-04,Panchagarh,47.0,19:00:00,131.0,04:00:00,114.0,08:00:00,2021,2,4,35,3,1,0
2021-02-05,Panchagarh,44.0,19:00:00,130.0,05:00:00,113.0,09:00:00,2021,2,5,36,4,1,1
2021-02-06,Panchagarh,44.0,19:00:00,130.0,03:00:00,113.0,08:00:00,2021,2,6,37,5,1,1
2021-02-07,Panchagarh,44.0,18:30:00,132.0,05:00:00,113.0,08:00:00,2021,2,7,38,6,1,0
2021-02-08,Panchagarh,48.0,19:00:00,131.0,03:00:00,115.0,09:00:00,2021,2,8,39,0,1,0
2021-02-09,Panchagarh,47.0,19:00:00,133.0,08:00:00,111.0,09:00:00,2021,2,9,40,1,1,0
2021-04-06,Panchagarh,47.0,19:00:00,130.0,04:00:00,111.0,19:00:00,2021,4,6,96,1,1,0
2021-04-07,Panchagarh,46.0,19:30:00,127.0,04:00:00,106.0,19:00:00,2021,4,7,97,2,1,0
2021-04-07,Panchagarh,46.0,19:30:00,127.0,04:00:00,106.0,19:00:00,2021,4,7,97,2,1,0
2021-04-08,Panchagarh,46.0,20:00:00,127.0,02:00:00,103.0,19:00:00,2021,4,8,98,3,1,0
2021-04-09,Panchagarh,45.0,19:00:00,131.0,01:00:00,112.0,19:00:00,2021,4,9,99,4,1,1
2021-04-10,Panchagarh,45.0,19:00:00,129.0,01:00:00,115.0,19:00:00,2021,4,10,100,5,1,1
2021-04-11,Panchagarh,42.0,20:00:00,127.0,17:00:00,103.0,19:00:00,2021,4,11,101,6,1,0
2021-04-12,Panchagarh,46.0,20:00:00,128.0,04:00:00,107.0,19:30:00,2021,4,12,102,0,1,0
2021-04-13,Panchagarh,49.0,19:00:00,127.0,04:00:00,107.0,19:30:00,2021,4,13,103,1,1,0
2021-04-14,Panchagarh,45.0,19:00:00,130.0,04:00:00,98.0,19:30:00,2021,4,14,104,2,1,0
2021-04-15,Panchagarh,47.0,20:00:00,124.0,05:00:00,103.0,14:00:00,2021,4,15,105,3,1,0
